old_pname	new_pname
Porrocaecum bengalensis	Porrocaecum bengalensis
Porrocaecum caballeroi	Porrocaecum caballeroi
Porrocaecum crassum	Porrocaecum crassum
Porrocaecum decipiens	Porrocaecum decipiens
Porrocaecum ensicaudatum	Porrocaecum ensicaudatum
Porrocaecum eperlani	Porrocaecum eperlani
Porrocaecum jardimfreirei	Porrocaecum jardimfreirei
Porrocaecum longispiculum	Porrocaecum longispiculum
Porrocaecum muraenesoxi	Porrocaecum muraenesoxi
Porrocaecum paivai	Porrocaecum paivai
Porrocaecum pastinacae	Porrocaecum pastinacae
Porrocaecum pentkotai	Porrocaecum pentkotai
Porrocaecum rara	Porrocaecum rara
Porrocaecum reticulatum	Porrocaecum reticulatum
Porrocaecum ruberum	Porrocaecum ruberum
Porrocaecum spinigerum	Porrocaecum spinigerum
Porrocaecum wallagus	Porrocaecum wallagus
Posterotestes unelen	Posterotestes unelen
Posthodiplostomum brevicaudatum	Posthodiplostomum brevicaudatum
Posthodiplostomum cuticola	Posthodiplostomum cuticola
Posthodiplostomum grayii	Posthodiplostomum grayii
Posthodiplostomum minimum	Posthodiplostomum minimum
Posthodiplostomum nanum	Posthodiplostomum nanum
Posthodiplostomum vancleavi	Posthodiplostomum vancleavi
Postlepidapedon quintum	Postlepidapedon quintum
Postlepidapedon secundum	Postlepidapedon secundum
Postlepidapedon spissum	Postlepidapedon spissum
Postlepidapedon uberis	Postlepidapedon uberis
Postodiplostomum minimum	Posthodiplostomum minimum
Postporus epinepheli	Postporus epinepheli
Potamogenes schistorchis	Potamogenes schistorchis
Potamotrygonocestus amazonensis	Potamotrygonocestus amazonensis
Potamotrygonocestus chaoi	Potamotrygonocestus chaoi
Potamotrygonocestus fitzgeraldae	Potamotrygonocestus fitzgeraldae
Potamotrygonocestus magdalenensis	Potamotrygonocestus magdalenensis
Potamotrygonocestus marajoara	Potamotrygonocestus marajoara
Potamotrygonocestus maurae	Potamotrygonocestus maurae
Potamotrygonocestus orinocoensis	Potamotrygonocestus orinocoensis
Potamotrygonocestus travassosi	Potamotrygonocestus travassosi
Potamotrygonocotyle aramasae	Potamotrygonocotyle aramasae
Potamotrygonocotyle chisholmae	Potamotrygonocotyle chisholmae
Potamotrygonocotyle dromedarius	Potamotrygonocotyle dromedarius
Potamotrygonocotyle eurypotamoxenus	Potamotrygonocotyle eurypotamoxenus
Potamotrygonocotyle rarum	Potamotrygonocotyle rarum
Potamotrygonocotyle tsalickisi	Potamotrygonocotyle tsalickisi
Potamotrygonocotyle uruguayensis	Potamotrygonocotyle uruguayensis
Prehendorastrus monodontus	Prehendorastrus monodontus
Preptetos caballeroi	Preptetos caballeroi
Preptetos cannoni	Preptetos cannoni
Preptetos chaetodoni	Preptetos chaetodoni
Preptetos cylindricus	Preptetos cylindricus
Preptetos elongatum	Preptetos elongatum
Preptetos impar	Preptetos impar
Preptetos laguncula	Preptetos laguncula
Preptetos madrasensis	Preptetos madrasensis
Preptetos pritchardae	Preptetos pritchardae
Preptetos rotto	Preptetos rotto
Preptetos trulla	Preptetos trulla
Preptetos xesuri	Preptetos xesuri
Pretestis australianus	Pretestis australianus
Pricea armata	Pricea armata
Pricea microcotylae	Pricea microcotylae
Pricea minimae	Pricea minimae
Pricea multae	Pricea multae
Pricea robusta	Pricea robusta
Pricea solandri	Pricea solandri
Prionacestus bipartitus	Prionacestus bipartitus
Pristonchocotyle intermedia	Pristonchocotyle intermedia
Probolitrema callorhynchi	Probolitrema callorhynchi
Probolitrema mexicana	Probolitrema richiardii
Probothriocephalus alaini	Probothriocephalus alaini
Probothriocephalus electronus	Probothriocephalus electronus
Probothriocephalus muelleri	Probothriocephalus muelleri
Probursata brasiliensis	Probursata brasiliensis
Probursata veraecrucis	Probursata veraecrucis
Procamallanus annipetterae	Procamallanus annipetterae
Procamallanus attui	Procamallanus attui
Procamallanus berdii	Procamallanus berdii
Procamallanus cancilus	Procamallanus cancilus
Procamallanus caranxi	Procamallanus caranxi
Procamallanus chauhani	Procamallanus chauhani
Procamallanus chetumalensis	Procamallanus chetumalensis
Procamallanus chimusensis	Procamallanus chimusensis
Procamallanus clarius	Procamallanus clarius
Procamallanus crossorhombi	Procamallanus crossorhombi
Procamallanus dentatus	Procamallanus dentatus
Procamallanus dessettae	Procamallanus dessettae
Procamallanus devendri	Procamallanus devendri
Procamallanus diacanthum	Procamallanus diacanthum
Procamallanus ditchelli	Procamallanus ditchelli
Procamallanus elatensis	Procamallanus elatensis
Procamallanus fasciatusi	Procamallanus fasciatusi
Procamallanus freitasi	Procamallanus freitasi
Procamallanus fulvidraconis	Procamallanus fulvidraconis
Procamallanus globoconchus	Procamallanus globoconchus
Procamallanus gobiomori	Procamallanus gobiomori
Procamallanus gomtii	Procamallanus gomtii
Procamallanus gubernaculus	Procamallanus gubernaculus
Procamallanus halitrophus	Procamallanus halitrophus
Procamallanus heteropneustus	Procamallanus heteropneustus
Procamallanus hilarii	Procamallanus hilarii
Procamallanus hyderabadensis	Procamallanus hyderabadensis
Procamallanus iheringi	Procamallanus iheringi
Procamallanus inglisi	Procamallanus inglisi
Procamallanus inopinatus	Procamallanus inopinatus
Procamallanus intermeda	Procamallanus intermeda
Procamallanus jaliscensis	Procamallanus jaliscensis
Procamallanus kalriai	Procamallanus kalriai
Procamallanus karachii	Procamallanus karachii
Procamallanus kashmirensis	Procamallanus kashmirensis
Procamallanus krameri	Procamallanus krameri
Procamallanus laeviconchus	Procamallanus laeviconchus
Procamallanus lonis	Procamallanus lonis
Procamallanus lutjanusi	Procamallanus lutjanusi
Procamallanus magurii	Procamallanus magurii
Procamallanus mehrii	Procamallanus mehrii
Procamallanus mexicanus	Procamallanus mexicanus
Procamallanus mysti	Procamallanus mysti
Procamallanus nainitalensis	Procamallanus nainitalensis
Procamallanus neobuccalaris	Procamallanus neobuccalaris
Procamallanus neocaballeroi	Procamallanus neocaballeroi
Procamallanus notopteri	Procamallanus notopteri
Procamallanus ophicephalus	Procamallanus ophicephalus
Procamallanus otolithi	Procamallanus otolithi
Procamallanus pakistanii	Procamallanus pakistanii
Procamallanus paraguayensis	Procamallanus paraguayensis
Procamallanus parasiluri	Procamallanus parasiluri
Procamallanus penneri	Procamallanus penneri
Procamallanus peraccuratus	Procamallanus peraccuratus
Procamallanus pereirai	Procamallanus pereirai
Procamallanus petterae	Procamallanus petterae
Procamallanus pexatus	Procamallanus pexatus
Procamallanus philippinensis	Procamallanus philippinensis
Procamallanus pimelodus	Procamallanus pimelodus
Procamallanus pintoi	Procamallanus pintoi
Procamallanus planoratus	Procamallanus planoratus
Procamallanus rarus	Procamallanus rarus
Procamallanus rebecae	Procamallanus rebecae
Procamallanus ritai	Procamallanus ritai
Procamallanus rohitai	Procamallanus rohitai
Procamallanus saofranciscencis	Procamallanus saofranciscencis
Procamallanus seenghali	Procamallanus seenghali
Procamallanus sparus	Procamallanus sparus
Procamallanus spiculogubernaculus	Procamallanus spiculogubernaculus
Procamallanus spiralis	Procamallanus spiralis
Procamallanus timmi	Procamallanus timmi
Procamallanus vachai	Procamallanus vachai
Procamallanus viviparus	Procamallanus viviparus
Procamallanus wallagus	Procamallanus wallagus
Procaudotestis uruguayensis	Procaudotestis uruguayensis
Procerovum calderoni	Procerovum calderoni
Procerozoum biovarium	Procerozoum biovarium
Prochristianella aetobatis	Prochristianella aetobatis
Prochristianella butlerae	Prochristianella butlerae
Prochristianella clarkeae	Prochristianella clarkeae
Prochristianella fragilis	Prochristianella fragilis
Prochristianella heteracantha	Prochristianella heteracantha
Prochristianella hispida	Prochristianella hispida
Prochristianella micracantha	Prochristianella micracantha
Prochristianella minima	Prochristianella minima
Prochristianella mooreae	Prochristianella mooreae
Prochristianella multidum	Prochristianella multidum
Prochristianella musteli	Prochristianella musteli
Prochristianella odonoghuei	Prochristianella odonoghuei
Prochristianella spinulifera	Prochristianella spinulifera
Prochristianella tenuispine	Prochristianella tenuispine
Prochristianella trygonicola	Prochristianella trygonicola
Prochristianella tumidula	Prochristianella tumidula
Proctocaecum absconditum	Proctocaecum absconditum
Proctocaecum gnerii	Proctocaecum gnerii
Proctocaecum knobus	Proctocaecum knobus
Proctocaecum niloticum	Proctocaecum niloticum
Proctocaecum spiniceps	Proctocaecum spiniceps
Proctoeces lintoni	Proctoeces lintoni
Proctoeces longisaccatus	Proctoeces longisaccatus
Proctoeces macrovitellus	Proctoeces macrovitellus
Proctoeces maculatus	Proctoeces maculatus
Proctoeces magnorus	Proctoeces magnorus
Proctoeces neomagnorus	Mesolecitha linearis
Proctoeces orientalis	Proctoeces orientalis
Proctoeces parapristipomae	Proctoeces parapristipomae
Proctoeces subtenuis	Proctoeces maculatus
Proctophantastes abyssorum	Proctophantastes abyssorum
Proctophantastes polymixia	Proctophantastes polymixia
Proctophantastes polymixiae	Proctophantastes glandulosa
Proctotrema amphitruncatum	Proctotrema amphitruncatum
Proctotrema anisotremi	Genolopa anisotremi
Proctotrema longicaecum	Lasiotocus longicaecum
Proctotrema pritchardae	Genolopa pritchardae
Proctotrematoides anguillae	Proctotrematoides anguillae
Proctotrematoides gymnothoracis	Proctotrematoides gymnothoracis
Proctotrematoides indicum	Proctotrematoides indicus
Proctotrematoides kuwaiti	Proctotrematoides kuwaiti
Proctotrematoides pisodontophidis	Proctotrematoides pisodontophidis
Proctotrematoides yamaguti	Proctotrematoides yamaguti
Prodistomum alaskensis	Prodistomum alaskensis
Prodistomum angelae	Prodistomum angelae
Prodistomum girellae	Prodistomum girellae
Prodistomum gracile	Prodistomum gracile
Prodistomum hynnodi	Prodistomum hynnodi
Prodistomum keyam	Prodistomum keyam
Prodistomum lichtenfelsi	Prodistomum lichtenfelsi
Prodistomum menidiae	Prodistomum menidiae
Prodistomum waltairensis	Prodistomum waltairensis
Proemotobothrium linstowi	Proemotobothrium linstowi
Proemotobothrium southwelli	Proemotobothrium southwelli
Proenenterum ericotylum	Proenenterum ericotylum
Proenenterum isocotylum	Proenenterum isocotylum
Proenenterum manteri	Proenenterum manteri
Progonus muelleri	Progonus muelleri
Progrillotia dollfusi	Progrillotia dollfusi
Progrillotia louiseuzeti	Progrillotia louiseuzeti
Prohemistomum chandleri	Prohemistomum chandleri
Prolecitha obesa	Prolecitha obesa
Prolecithochirium pterois	Prolecithochirium pterois
Proleptus acutus	Proleptus acutus
Proleptus anabantis	Proleptus anabantis
Proleptus australis	Proleptus australis
Proleptus obtusus	Proleptus obtusus
Proleptus robustus	Proleptus robustus
Pronamphistoma cichlasomae	Pronamphistoma cichlasomae
Pronoprymna mijun	Pronoprymna mijun
Pronoprymna petrowi	Pronoprymna petrowi
Pronoprymna ventricosum	Pronoprymna ventricosum
Proparvipyrum israelense	Proparvipyrum israelense
Propycnadenoides philippinensis	Propycnadenoides philippinensis
Prosobothrium armigerum	Prosobothrium armigerum
Prosogonarium angelae	Prosogonarium angelae
Prosogonarium arii	Prosogonarium arii
Prosogonarium plotosi	Prosogonarium plotosi
Prosogonotrema bilabiatum	Prosogonotrema bilabiatum
Prosogonotrema caesionis	Prosogonotrema caesionis
Prosogonotrema diacanthi	Prosogonotrema diacanthi
Prosogonotrema karachiense	Prosogonotrema karachiense
Prosogonotrema nickoli	Prosogonotrema nickoli
Prosogonotrema subeguilatum	Prosogonotrema bilabiatum
Prosogonotrema symmetricum	Prosogonotrema symmetricum
Prosomicrocotyla bergi	Prosomicrocotyla bergi
Prosomicrocotyla chiri	Prosomicrocotyla chiri
Prosomicrocotyla paraliparis	Prosomicrocotyla paraliparis
Prosorchiopsis aluterae	Prosorchiopsis aluterae
Prosorchiopsis legendrei	Prosorchiopsis legendrei
Prosorchiopsis nasonis	Prosorchiopsis nasonis
Prosorchiopsis plataxonis	Prosorchiopsis plataxonis
Prosorchis breviformis	Prosorchis breviformis
Prosorchis dollfusi	Prosorchis dollfusi
Prosorchis ghanensis	Prosorchis ghanensis
Prosorchis hexavitellatus	Prosorchis hexavitellatus
Prosorchis provitellatus	Prosorchis provitellatus
Prosorchis rastrelligi	Prosorchis rastrelligi
Prosorchis saicevi	Prosorchis saicevi
Prosorchis stromatei	Prosorchis stromatei
Prosorchis tianjinensis	Prosorchis tianjinensis
Prosorhynchoides arcuatus	Prosorhynchoides arcuatus
Prosorhynchoides aspinosiensis	Prosorhynchoides aspinosiensis
Prosorhynchoides basargini	Prosorhynchoides basargini
Prosorhynchoides clupisomius	Prosorhynchoides clupisomius
Prosorhynchoides gracilescens	Prosorhynchoides gracilescens
Prosorhynchoides philippinorum	Prosorhynchoides philippinorum
Prosorhynchoides potamoensis	Prosorhynchoides potamoensis
Prosorhynchoides pusilla	Prosorhynchoides pusilla
Prosorhynchoides rioplatensis	Prosorhynchoides rioplatensis
Prosorhynchoides sibi	Prosorhynchoides sibi
Prosorhynchus aculeatus	Prosorhynchus aculeatus
Prosorhynchus aguayoi	Prosorhynchus aguayoi
Prosorhynchus alectis	Prosorhynchus alectis
Prosorhynchus apertus	Prosorhynchus apertus
Prosorhynchus atlanticus	Prosorhynchus atlanticus
Prosorhynchus attenuatus	Prosorhynchoides attenuatus
Prosorhynchus australis	Prosorhynchus australis
Prosorhynchus caudovatus	Prosorhynchus caudovatus
Prosorhynchus clarias	Prosorhynchus clarias
Prosorhynchus clavatum	Prosorhynchus clavatum
Prosorhynchus costai	Prosorhynchus costai
Prosorhynchus crucibulum	Prosorhynchus crucibulum
Prosorhynchus eleutheronemae	Prosorhynchus eleutheronemae
Prosorhynchus epinepheli	Prosorhynchus epinepheli
Prosorhynchus erumenis	Prosorhynchus erumenis
Prosorhynchus facilis	Prosorhynchus facilis
Prosorhynchus glyptothoracis	Prosorhynchus glyptothoracis
Prosorhynchus gonoderus	Prosorhynchus gonoderus
Prosorhynchus gracilescens	Prosorhynchoides gracilescens
Prosorhynchus indicus	Prosorhynchus indicus
Prosorhynchus kahala	Prosorhynchus kahala
Prosorhynchus longus	Prosorhynchus longus
Prosorhynchus luzonicus	Prosorhynchus luzonicus
Prosorhynchus macintoshi	Prosorhynchus macintoshi
Prosorhynchus madhaviae	Prosorhynchus madhaviae
Prosorhynchus manteri	Prosorhynchus manteri
Prosorhynchus mcintoshi	Prosorhynchus mcintoshi
Prosorhynchus mizellei	Prosorhynchus mizellei
Prosorhynchus orientalis	Prosorhynchus orientalis
Prosorhynchus ozakii	Prosorhynchus ozakii
Prosorhynchus pacificus	Prosorhynchus pacificus
Prosorhynchus paracrucibulus	Prosorhynchus paracrucibulus
Prosorhynchus pentangularis	Prosorhynchus pentangularis
Prosorhynchus piranhus	Prosorhynchus piranhus
Prosorhynchus platycephali	Prosorhynchus platycephali
Prosorhynchus polydactyli	Prosorhynchus polydactyli
Prosorhynchus promicropsi	Prosorhynchus promicropsi
Prosorhynchus rotundus	Prosorhynchus rotundus
Prosorhynchus scalpellus	Prosorhynchus scalpellus
Prosorhynchus serrani	Prosorhynchus serrani
Prosorhynchus sinipercae	Prosorhynchus sinipercae
Prosorhynchus squamatus	Prosorhynchus squamatus
Prosorhynchus synanceiae	Prosorhynchus synanceiae
Prosorhynchus thapari	Prosorhynchus thapari
Prosorhynchus tsengi	Prosorhynchus tsengi
Prosorhynchus uniporus	Prosorhynchus uniporus
Prospinitectus exiguus	Prospinitectus exiguus
Prosthenhystera caballeroi	Prosthenhystera caballeroi
Prosthenhystera obesa	Prosthenhystera obesa
Prosthenhystera oonastica	Prosthenhystera oonastica
Prosthorhynchus tenuicornis	Prosthorhynchus tenuicornis
Protancyrocephaloides liopsettae	Protancyrocephaloides liopsettae
Protancyrocephalus streklowi	Protoancyrocephalus strelkowi
Protancyrocephalus strelkowi	Protancyrocephalus strelkowi
Proteocephalus agonis	Proteocephalus agonis
Proteocephalus albulae	Proteocephalus albulae
Proteocephalus ambiguus	Proteocephalus ambiguus
Proteocephalus ambloplitis	Proteocephalus ambloplitis
Proteocephalus arcticus	Proteocephalus arcticus
Proteocephalus australis	Proteocephalus australis
Proteocephalus bagri	Proteocephalus bagri
Proteocephalus brooksi	Proteocephalus brooksi
Proteocephalus buplanensis	Proteocephalus buplanensis
Proteocephalus californicus	Proteocephalus californicus
Proteocephalus cernuae	Proteocephalus cernuae
Proteocephalus chamelensis	Proteocephalus chamelensis
Proteocephalus chologasteri	Proteocephalus chologasteri
Proteocephalus cobraeformis	Proteocephalus cobraeformis
Proteocephalus coregoni	Proteocephalus coregoni
Proteocephalus dinotopteri	Proteocephalus dinotopteri
Proteocephalus dubius	Proteocephalus dubius
Proteocephalus elongatus	Proteocephalus elongatus
Proteocephalus esocis	Proteocephalus esocis
Proteocephalus exiguus	Proteocephalus exiguus
Proteocephalus fallax	Proteocephalus fallax
Proteocephalus filicollis	Proteocephalus filicollis
Proteocephalus fluviatilis	Proteocephalus fluviatilis
Proteocephalus fossatus	Proteocephalus fossatus
Proteocephalus fragile	Proteocephalus fragile
Proteocephalus gaspari	Proteocephalus gaspari
Proteocephalus gibsoni	Proteocephalus gibsoni
Proteocephalus glanduliger	Proteocephalus glanduliger
Proteocephalus gobiorum	Proteocephalus gobiorum
Proteocephalus jandia	Proteocephalus jandia
Proteocephalus kuyukuyu	Proteocephalus kuyukuyu
Proteocephalus laruei	Proteocephalus laruei
Proteocephalus longicollis	Proteocephalus longicollis
Proteocephalus luciopercae	Proteocephalus luciopercae
Proteocephalus macdonaghi	Proteocephalus macdonaghi
Proteocephalus macrocephalus	Proteocephalus macrocephalus
